review_text,rating,len_char,len_word,tokens_clean,clean_text
"Hoyo can't help but shot themselves at the foot. Cyrene patch, with the mid ahh bow skin, terrible unit performance, on top of rerun all the meta relevant characters in one banner just for desperately showcase Cyrene banner have good sales number, probably the greediest patch since Castorice and the dumbest decision Hoyo made so far.",1,335,56,"['not', 'help', 'shot', 'foot', 'cyrene', 'patch', 'mid', 'ahh', 'bow', 'skin', 'terrible', 'unit', 'performance', 'top', 'rerun', 'meta', 'relevant', 'character', 'one', 'banner', 'desperately', 'showcase', 'cyrene', 'banner', 'good', 'sale', 'number', 'probably', 'greedy', 'patch', 'since', 'castorice', 'dumb', 'decision', 'make', 'far']",not help shot foot cyrene patch mid ahh bow skin terrible unit performance top rerun meta relevant character one banner desperately showcase cyrene banner good sale number probably greedy patch since castorice dumb decision make far
"Just when I thought they had fixed their game, the ruin Cryene for no discernible reason. i don't even like the character that much, but they quite literally advertise her with e6, want you to spend three hundred dollars to get a bow skin that it's basically self insert waifu bait, and make her kit horrible, that's kind of hard to ignore.",1,340,62,"['think', 'fix', 'game', 'ruin', 'cryene', 'no', 'discernible', 'reason', 'not', 'even', 'like', 'character', 'much', 'quite', 'literally', 'advertise', 'eidolon_6', 'want', 'spend', 'three', 'hundred', 'dollar', 'get', 'bow', 'skin', 'basically', 'self', 'insert', 'waifu', 'bait', 'make', 'kit', 'horrible', 'kind', 'hard', 'ignore']",think fix game ruin cryene no discernible reason not even like character much quite literally advertise eidolon_6 want spend three hundred dollar get bow skin basically self insert waifu bait make kit horrible kind hard ignore
put this game on xbox please because i cant play on small phone screen,4,70,14,"['put', 'game', 'xbox', 'please', 'not', 'small', 'phone', 'screen']",put game xbox please not small phone screen
cyrene world domination,1,23,3,"['cyrene', 'world', 'domination']",cyrene world domination
"Ookay. This used to be my most favourite gacha game. Well, not anymore. In 3.X, the developer's focus clearly shifted from a fine balance between quality and predatory gacha practices to straight-up greed. Events that require you to spend money to get the rewards, account-wide buffs locked behind premium gacha characters, stagnant story that has you stuck in one location for almost a year (even for events), and an insane amount of powercreep accompanied by a gamemode tailored to high spenders.",1,498,81,"['ookay', 'use', 'favourite', 'gacha', 'game', 'well', 'not', 'anymore', 'developer', 'focus', 'clearly', 'shift', 'fine', 'balance', 'quality', 'predatory', 'gacha', 'practice', 'straight', 'greed', 'event', 'require', 'spend', 'money', 'get', 'reward', 'account', 'wide', 'buff', 'lock', 'behind', 'premium', 'gacha', 'character', 'stagnant', 'story', 'stick', 'one', 'location', 'almost', 'year', 'even', 'event', 'insane', 'amount', 'powercreep', 'accompany', 'gamemode', 'tailor', 'high', 'spender']",ookay use favourite gacha game well not anymore developer focus clearly shift fine balance quality predatory gacha practice straight greed event require spend money get reward account wide buff lock behind premium gacha character stagnant story stick one location almost year even event insane amount powercreep accompany gamemode tailor high spender
This game loves powercreep so much that they powercrept themselves on how greedy they can be.,1,93,16,"['game', 'love', 'powercreep', 'much', 'powercrept', 'greedy']",game love powercreep much powercrept greedy
cyrene's kit is actually just horrible. devs keep muting people who speak up and this is sad. not a single 4 star in a year btw.,1,128,26,"['cyrene', 'kit', 'actually', 'horrible', 'devs', 'keep', 'mute', 'people', 'speak', 'sad', 'not', 'single', 'year', 'btw']",cyrene kit actually horrible devs keep mute people speak sad not single year btw
"I can no longer support this company, and yes, it's about Cyrene. given recent actions taken by Hoyo, it is clear just how predatory, greedy, and unwilling to listen to their community they are. After a character they have so heavily built up recieved immense criticism, their solution was to silence the community, make any ""fixes"" exclusively from her eidolons, and on top of that have the nerve to make anear $300 ""reward"" a lackluster skin. Shame on the HSR team, shame on Hoyo.",1,482,84,"['no', 'longer', 'support', 'company', 'yes', 'cyrene', 'give', 'recent', 'action', 'take', 'clear', 'predatory', 'greedy', 'unwilling', 'listen', 'community', 'character', 'heavily', 'build', 'recieved', 'immense', 'criticism', 'solution', 'silence', 'community', 'make', 'fix', 'exclusively', 'eidolons', 'top', 'nerve', 'make', 'anear', '300', 'reward', 'lackluster', 'skin', 'shame', 'team', 'shame']",no longer support company yes cyrene give recent action take clear predatory greedy unwilling listen community character heavily build recieved immense criticism solution silence community make fix exclusively eidolons top nerve make anear 300 reward lackluster skin shame team shame
The powercreep is insane,1,24,4,"['powercreep', 'insane']",powercreep insane
"Been playing since day 1 & updating my rating from 5 down to 1 star. if i were just rating the story, this would have a higher rating for sure. but this is a game, & the game element part is disappointing, even as someone who enjoy turn-based combat games. locking crucial abilities behind eidolons & lightcone, & the insane powercreep that can easily render all the eidolons & lightcone you've pulled useless in almost no time.",1,428,77,"['since', 'day', 'update', 'rating', 'rating', 'story', 'would', 'higher', 'rating', 'sure', 'game', 'game', 'element', 'part', 'disappoint', 'even', 'someone', 'enjoy', 'turn', 'base', 'combat', 'lock', 'crucial', 'ability', 'behind', 'eidolons', 'lightcone', 'insane', 'powercreep', 'easily', 'render', 'eidolons', 'lightcone', 'pull', 'useless', 'almost', 'no']",since day update rating rating story would higher rating sure game game element part disappoint even someone enjoy turn base combat lock crucial ability behind eidolons lightcone insane powercreep easily render eidolons lightcone pull useless almost no
it's really fun nothing more to say 🙂,5,37,8,"['really', 'fun', 'nothing', 'say']",really fun nothing say
greed took over please buff cyrene,1,34,6,"['greed', 'take', 'please', 'buff', 'cyrene']",greed take please buff cyrene
"Guys chillax, I know Honkai Star Rail has problems but doesnt every game have problems? I still like the game but the problem is alot of the characters look like characters from Honkai Impact 3rd",5,195,35,"['guy', 'chillax', 'know', 'problem', 'not', 'every', 'game', 'problem', 'still', 'like', 'game', 'problem', 'alot', 'character', 'look', 'like', 'character', 'impact', '3rd']",guy chillax know problem not every game problem still like game problem alot character look like character impact 3rd
the game itself and the concept I have no problem but the characters I do.... wdym everypatch has a power creep?? and please fix ur character kit especially cyrene she's not even released yet and she's super clunky a character should still feel complete at e0 s0 or s1,1,268,49,"['game', 'concept', 'no', 'problem', 'character', 'wdym', 'everypatch', 'power', 'creep', 'please', 'fix', 'ur', 'character', 'kit', 'especially', 'cyrene', 'not', 'even', 'release', 'yet', 'super', 'clunky', 'character', 'still', 'feel', 'complete', 'eidolon_0', 's0', 's1']",game concept no problem character wdym everypatch power creep please fix ur character kit especially cyrene not even release yet super clunky character still feel complete eidolon_0 s0 s1
"I've been playing this game almost everyday since launch. as of the most recent update, the release of Cyrene. I was VERY excited for this character as I loved her hi3 variant, but I've been very disappointed with what they've done this patch. They release a 300usd skin just for her WEAPON. It adds a very minimal change to her ult. Adding the trailblazer to it. It is an incredibly lazy skin ""change"" that anyone could do and could probably add more depth. There is more i could add, but word limit",1,500,92,"['game', 'almost', 'everyday', 'since', 'launch', 'recent', 'update', 'release', 'cyrene', 'excite', 'character', 'love', 'hi3', 'variant', 'disappoint', 'do', 'patch', 'release', '300usd', 'skin', 'weapon', 'add', 'minimal', 'change', 'ult', 'add', 'trailblazer', 'incredibly', 'lazy', 'skin', 'change', 'anyone', 'could', 'could', 'probably', 'add', 'depth', 'could', 'add', 'word', 'limit']",game almost everyday since launch recent update release cyrene excite character love hi3 variant disappoint do patch release 300usd skin weapon add minimal change ult add trailblazer incredibly lazy skin change anyone could could probably add depth could add word limit
Just go play on a console or pc mobile is too hard and takes too much space (It runs really good tho for my S24 FE that is why it is 3 stars),3,141,33,"['go', 'console', 'pc', 'mobile', 'hard', 'take', 'much', 'space', 'run', 'really', 'good', 'tho', 's24', 'fe', 'star']",go console pc mobile hard take much space run really good tho s24 fe star
memory leak,3,11,2,"['memory', 'leak']",memory leak
Fix cyerene,1,11,2,"['fix', 'cyerene']",fix cyerene
A character shouldn't be enjoyable only for players who use a lot of money. Fix Cyrene or my review will stay the same!!!,1,121,23,"['character', 'enjoyable', 'use', 'lot', 'money', 'fix', 'cyrene', 'review', 'stay']",character enjoyable use lot money fix cyrene review stay
"This is about Cyrene. Making her gameplay kit trash & locking her potential behind E2 is already bad enough. What's worse, you used E5/6 Cyrene in the livestream thinking players wouldn't notice. About the weapon & ultimate skins or whatever, the price is ridiculous ($300 or less) for such small changes. I heard that her banner lasts the whole 3.7 patch. Seriously disappointed. You're not selling Cyrene BUT selling Elysia 2.0 through the nostalgia of HI3 players. You muted those vocal about it.",1,499,83,"['cyrene', 'make', 'gameplay', 'kit', 'trash', 'lock', 'potential', 'behind', 'eidolon_2', 'already', 'bad', 'enough', 'bad', 'use', 'eidolon_5', 'cyrene', 'livestream', 'think', 'notice', 'weapon', 'ultimate', 'skin', 'whatever', 'price', 'ridiculous', '300', 'less', 'small', 'change', 'hear', 'banner', 'last', 'whole', 'patch', 'seriously', 'disappointed', 'not', 'sell', 'cyrene', 'sell', 'elysia', 'nostalgia', 'hi3', 'mute', 'vocal']",cyrene make gameplay kit trash lock potential behind eidolon_2 already bad enough bad use eidolon_5 cyrene livestream think notice weapon ultimate skin whatever price ridiculous 300 less small change hear banner last whole patch seriously disappointed not sell cyrene sell elysia nostalgia hi3 mute vocal
"The game developer becomes greedy.. forcing players to spend much on a character that is not universal in the first place.. and also, release a weapon skin that is not even noticeable on a unit. They even muted other players expressing their thoughts.. Hopefully this will not be muted or deleted as well. This is so disappointing.",1,331,57,"['game', 'developer', 'become', 'greedy', 'force', 'spend', 'much', 'character', 'not', 'universal', 'first', 'place', 'also', 'release', 'weapon', 'skin', 'not', 'even', 'noticeable', 'unit', 'even', 'mute', 'express', 'thought', 'hopefully', 'not', 'mute', 'delete', 'well', 'disappointing']",game developer become greedy force spend much character not universal first place also release weapon skin not even noticeable unit even mute express thought hopefully not mute delete well disappointing
"The direction this game is headed is so... not it. So many things have gone so wrong with the toxic community always being quick to defend it. Somehow, I'm not even shocked it has come to this.",1,193,37,"['direction', 'game', 'head', 'not', 'many', 'thing', 'go', 'wrong', 'toxic', 'community', 'always', 'quick', 'defend', 'somehow', 'not', 'even', 'shock', 'come']",direction game head not many thing go wrong toxic community always quick defend somehow not even shock come
